Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateNewAdminAndLogin,Chrome 69.0.3497.100,,2018-10-22 15:26:52,2018-10-22 15:27:15,22.689s,FAILED
,,,,,,
Test Cases/Common/LoginAsSuperAdmin,Chrome 69.0.3497.100,,2018-10-22 15:26:53,2018-10-22 15:27:02,9.257s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-22 15:26:53,2018-10-22 15:26:59,5.162s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-22 15:26:59,2018-10-22 15:27:01,2.499s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 15:27:01,2018-10-22 15:27:01,0.342s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 15:27:01,2018-10-22 15:27:02,0.248s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 15:27:02,2018-10-22 15:27:02,0.190s,PASSED
,,,,,,
Test Cases/CreateUser/CreateNewAdmin,Chrome 69.0.3497.100,,2018-10-22 15:27:02,2018-10-22 15:27:14,12.014s,FAILED
phpTravels.PhpKeys.navigateToCreateAdminPage,Chrome 69.0.3497.100,,2018-10-22 15:27:02,2018-10-22 15:27:11,8.523s,PASSED
phpTravels.PhpKeys.provideAdminDetails,Chrome 69.0.3497.100,,2018-10-22 15:27:11,2018-10-22 15:27:14,3.173s,FAILED
