Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
scenario1,,,2018-10-30 13:30:36,2018-10-30 13:31:23,47.219s,ERROR
,,,,,,
Test Cases/Common/LoginAsSuperAdmin,,,2018-10-30 13:30:37,2018-10-30 13:30:59,22.743s,ERROR
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),,,2018-10-30 13:30:37,2018-10-30 13:30:59,22.044s,PASSED
,,,,,,
Test Cases/CreateUser/CreateNewAdmin,,,2018-10-30 13:30:59,2018-10-30 13:31:01,1.193s,FAILED
phpTravels.PhpKeys.navigateToCreateAdminPage,,,2018-10-30 13:31:00,2018-10-30 13:31:01,0.809s,FAILED
,,,,,,
Test Cases/Common/LoginAsNewAdmin,,,2018-10-30 13:31:01,2018-10-30 13:31:22,21.284s,ERROR
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),,,2018-10-30 13:31:01,2018-10-30 13:31:22,21.011s,PASSED
,,,,,,
Test Cases/CreateTour/CreateATour,,,2018-10-30 13:31:22,2018-10-30 13:31:22,0.334s,FAILED
phpTravels.TourKeys.navigateToNewTour,,,2018-10-30 13:31:22,2018-10-30 13:31:22,0.037s,FAILED
,,,,,,
Test Cases/CreateUser/CreateNewSupplier,,,2018-10-30 13:31:22,2018-10-30 13:31:23,0.400s,FAILED
phpTravels.SupplierKeys.navigateToCreateSupplierPage,,,2018-10-30 13:31:23,2018-10-30 13:31:23,0.041s,FAILED
,,,,,,
Test Cases/Common/DeleteAllTestData,,,2018-10-30 13:31:23,2018-10-30 13:31:23,0.288s,FAILED
phpTravels.commonUtils.deleteSupplierData,,,2018-10-30 13:31:23,2018-10-30 13:31:23,0.026s,FAILED
