Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CreateNewAdminAndLogin,Firefox 47.0,,2018-10-18 12:11:39,2018-10-18 12:12:40,1m - 0.878s,FAILED
,,,,,,
Test Cases/Common/LoginAsSuperAdmin,Firefox 47.0,,2018-10-18 12:11:40,2018-10-18 12:11:58,17.888s,PASSED
openBrowser,Firefox 47.0,,2018-10-18 12:11:41,2018-10-18 12:11:54,12.350s,PASSED
navigateToUrl,Firefox 47.0,,2018-10-18 12:11:54,2018-10-18 12:11:57,2.992s,PASSED
setText,Firefox 47.0,,2018-10-18 12:11:57,2018-10-18 12:11:57,0.517s,PASSED
setText,Firefox 47.0,,2018-10-18 12:11:57,2018-10-18 12:11:58,0.821s,PASSED
click,Firefox 47.0,,2018-10-18 12:11:58,2018-10-18 12:11:58,0.359s,PASSED
,,,,,,
Test Cases/CreateUser/CreateNewAdmin,Firefox 47.0,,2018-10-18 12:11:58,2018-10-18 12:12:40,41.737s,FAILED
phpTravels.PhpKeys.navigateToCreateAdminPage,Firefox 47.0,,2018-10-18 12:11:59,2018-10-18 12:12:07,8.277s,PASSED
phpTravels.PhpKeys.provideAdminDetails,Firefox 47.0,,2018-10-18 12:12:07,2018-10-18 12:12:40,33.129s,FAILED
