Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
scenario1,Chrome 70.0.3538.77,,2018-11-01 13:18:22,2018-11-01 13:29:52,11m - 29.874s,FAILED
,,,,,,
Test Cases/Common/LoginAsSuperAdmin,Chrome 70.0.3538.77,,2018-11-01 13:18:23,2018-11-01 13:19:03,39.854s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),Chrome 70.0.3538.77,,2018-11-01 13:18:24,2018-11-01 13:18:25,1.218s,PASSED
"Statement - userName = dbdata.getValue(5, 2)",Chrome 70.0.3538.77,,2018-11-01 13:18:25,2018-11-01 13:18:25,0.022s,PASSED
"Statement - password = dbdata.getValue(2, 2)",Chrome 70.0.3538.77,,2018-11-01 13:18:25,2018-11-01 13:18:25,0.002s,PASSED
phpTravels.commonUtils.loginToPHPTravels,Chrome 70.0.3538.77,,2018-11-01 13:18:25,2018-11-01 13:19:03,37.920s,PASSED
,,,,,,
Test Cases/CreateUser/CreateNewAdmin,Chrome 70.0.3538.77,,2018-11-01 13:19:03,2018-11-01 13:21:08,2m - 4.434s,PASSED
phpTravels.PhpKeys.navigateToCreateAdminPage,Chrome 70.0.3538.77,,2018-11-01 13:19:04,2018-11-01 13:19:22,18.562s,PASSED
phpTravels.PhpKeys.provideAdminDetails,Chrome 70.0.3538.77,,2018-11-01 13:19:22,2018-11-01 13:20:11,48.685s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForAdd,Chrome 70.0.3538.77,,2018-11-01 13:20:11,2018-11-01 13:20:27,16.062s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForEdit,Chrome 70.0.3538.77,,2018-11-01 13:20:27,2018-11-01 13:20:43,16.005s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForRemove,Chrome 70.0.3538.77,,2018-11-01 13:20:43,2018-11-01 13:21:00,17.030s,PASSED
phpTravels.PhpKeys.saveAdmin,Chrome 70.0.3538.77,,2018-11-01 13:21:00,2018-11-01 13:21:08,7.762s,PASSED
,,,,,,
Test Cases/Common/LoginAsNewAdmin,Chrome 70.0.3538.77,,2018-11-01 13:21:08,2018-11-01 13:21:31,23.719s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),Chrome 70.0.3538.77,,2018-11-01 13:21:08,2018-11-01 13:21:08,0.049s,PASSED
"Statement - userName = dbdata.getValue(5, 1)",Chrome 70.0.3538.77,,2018-11-01 13:21:08,2018-11-01 13:21:08,0.001s,PASSED
"Statement - password = dbdata.getValue(2, 1)",Chrome 70.0.3538.77,,2018-11-01 13:21:08,2018-11-01 13:21:08,0.002s,PASSED
phpTravels.commonUtils.loginToPHPTravels,Chrome 70.0.3538.77,,2018-11-01 13:21:08,2018-11-01 13:21:31,23.435s,PASSED
,,,,,,
Test Cases/CreateTour/CreateATour,Chrome 70.0.3538.77,,2018-11-01 13:21:31,2018-11-01 13:26:10,4m - 39.013s,FAILED
phpTravels.TourKeys.navigateToNewTour,Chrome 70.0.3538.77,,2018-11-01 13:21:32,2018-11-01 13:21:50,18.642s,PASSED
phpTravels.TourKeys.provideTourDetails,Chrome 70.0.3538.77,,2018-11-01 13:21:50,2018-11-01 13:23:46,1m - 55.557s,PASSED
phpTravels.TourKeys.provideTourInclusions,Chrome 70.0.3538.77,,2018-11-01 13:23:46,2018-11-01 13:25:09,1m - 22.969s,PASSED
phpTravels.TourKeys.provideTourExclusions,Chrome 70.0.3538.77,,2018-11-01 13:25:09,2018-11-01 13:25:29,20.516s,PASSED
phpTravels.TourKeys.SaveTour,Chrome 70.0.3538.77,,2018-11-01 13:25:29,2018-11-01 13:26:10,41.057s,FAILED
,,,,,,
Test Cases/CreateUser/CreateNewSupplier,Chrome 70.0.3538.77,,2018-11-01 13:26:10,2018-11-01 13:28:46,2m - 35.235s,PASSED
phpTravels.SupplierKeys.navigateToCreateSupplierPage,Chrome 70.0.3538.77,,2018-11-01 13:26:11,2018-11-01 13:26:21,9.885s,PASSED
phpTravels.SupplierKeys.provideSupplierDetails,Chrome 70.0.3538.77,,2018-11-01 13:26:21,2018-11-01 13:27:47,1m - 26.189s,PASSED
phpTravels.SupplierKeys.provideAccessDetailsForAdd,Chrome 70.0.3538.77,,2018-11-01 13:27:47,2018-11-01 13:28:03,16.088s,PASSED
phpTravels.SupplierKeys.provideAccessDetailsForEdit,Chrome 70.0.3538.77,,2018-11-01 13:28:03,2018-11-01 13:28:19,15.904s,PASSED
phpTravels.SupplierKeys.provideAccessDetailsForRemove,Chrome 70.0.3538.77,,2018-11-01 13:28:19,2018-11-01 13:28:36,16.956s,PASSED
phpTravels.SupplierKeys.saveSupplier,Chrome 70.0.3538.77,,2018-11-01 13:28:36,2018-11-01 13:28:46,9.966s,PASSED
,,,,,,
Test Cases/Common/DeleteAllTestData,Chrome 70.0.3538.77,,2018-11-01 13:28:46,2018-11-01 13:29:50,1m - 4.392s,PASSED
callTestCase,Chrome 70.0.3538.77,,2018-11-01 13:28:46,2018-11-01 13:29:09,22.478s,PASSED
phpTravels.commonUtils.deleteSupplierData,Chrome 70.0.3538.77,,2018-11-01 13:29:09,2018-11-01 13:29:26,17.164s,PASSED
phpTravels.commonUtils.deleteTourData,Chrome 70.0.3538.77,,2018-11-01 13:29:26,2018-11-01 13:29:37,11.017s,PASSED
phpTravels.commonUtils.deleteAdminData,Chrome 70.0.3538.77,,2018-11-01 13:29:37,2018-11-01 13:29:50,13.394s,PASSED
