Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
scenario1,Chrome 69.0.3497.100,,2018-10-31 13:15:11,2018-10-31 13:25:07,9m - 55.856s,FAILED
,,,,,,
Test Cases/Common/LoginAsSuperAdmin,Chrome 69.0.3497.100,,2018-10-31 13:15:12,2018-10-31 13:15:51,38.881s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),Chrome 69.0.3497.100,,2018-10-31 13:15:13,2018-10-31 13:15:17,3.652s,PASSED
"Statement - userName = dbdata.getValue(5, 2)",Chrome 69.0.3497.100,,2018-10-31 13:15:17,2018-10-31 13:15:17,0.018s,PASSED
"Statement - password = dbdata.getValue(2, 2)",Chrome 69.0.3497.100,,2018-10-31 13:15:17,2018-10-31 13:15:17,0.000s,PASSED
phpTravels.commonUtils.loginToPHPTravels,Chrome 69.0.3497.100,,2018-10-31 13:15:17,2018-10-31 13:15:51,34.455s,PASSED
,,,,,,
Test Cases/CreateUser/CreateNewAdmin,Chrome 69.0.3497.100,,2018-10-31 13:15:51,2018-10-31 13:17:51,1m - 59.558s,PASSED
phpTravels.PhpKeys.navigateToCreateAdminPage,Chrome 69.0.3497.100,,2018-10-31 13:15:52,2018-10-31 13:16:06,14.441s,PASSED
phpTravels.PhpKeys.provideAdminDetails,Chrome 69.0.3497.100,,2018-10-31 13:16:06,2018-10-31 13:16:55,48.654s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForAdd,Chrome 69.0.3497.100,,2018-10-31 13:16:55,2018-10-31 13:17:11,16.051s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForEdit,Chrome 69.0.3497.100,,2018-10-31 13:17:11,2018-10-31 13:17:27,16.074s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForRemove,Chrome 69.0.3497.100,,2018-10-31 13:17:27,2018-10-31 13:17:44,17.032s,PASSED
phpTravels.PhpKeys.saveAdmin,Chrome 69.0.3497.100,,2018-10-31 13:17:44,2018-10-31 13:17:51,6.710s,PASSED
,,,,,,
Test Cases/Common/LoginAsNewAdmin,Chrome 69.0.3497.100,,2018-10-31 13:17:51,2018-10-31 13:18:15,24.772s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),Chrome 69.0.3497.100,,2018-10-31 13:17:51,2018-10-31 13:17:51,0.068s,PASSED
"Statement - userName = dbdata.getValue(5, 1)",Chrome 69.0.3497.100,,2018-10-31 13:17:51,2018-10-31 13:17:51,0.001s,PASSED
"Statement - password = dbdata.getValue(2, 1)",Chrome 69.0.3497.100,,2018-10-31 13:17:51,2018-10-31 13:17:51,0.004s,PASSED
phpTravels.commonUtils.loginToPHPTravels,Chrome 69.0.3497.100,,2018-10-31 13:17:51,2018-10-31 13:18:15,24.311s,PASSED
,,,,,,
Test Cases/CreateTour/CreateATour,Chrome 69.0.3497.100,,2018-10-31 13:18:16,2018-10-31 13:22:17,4m - 1.998s,PASSED
phpTravels.TourKeys.navigateToNewTour,Chrome 69.0.3497.100,,2018-10-31 13:18:16,2018-10-31 13:18:30,14.059s,PASSED
phpTravels.TourKeys.provideTourDetails,Chrome 69.0.3497.100,,2018-10-31 13:18:30,2018-10-31 13:20:26,1m - 55.686s,PASSED
phpTravels.TourKeys.provideTourInclusions,Chrome 69.0.3497.100,,2018-10-31 13:20:26,2018-10-31 13:21:49,1m - 23.126s,PASSED
phpTravels.TourKeys.provideTourExclusions,Chrome 69.0.3497.100,,2018-10-31 13:21:49,2018-10-31 13:22:09,20.448s,PASSED
phpTravels.TourKeys.SaveTour,Chrome 69.0.3497.100,,2018-10-31 13:22:09,2018-10-31 13:22:17,8.324s,PASSED
,,,,,,
Test Cases/CreateUser/CreateNewSupplier,Chrome 69.0.3497.100,,2018-10-31 13:22:17,2018-10-31 13:24:52,2m - 34.935s,PASSED
phpTravels.SupplierKeys.navigateToCreateSupplierPage,Chrome 69.0.3497.100,,2018-10-31 13:22:18,2018-10-31 13:22:28,10.205s,PASSED
phpTravels.SupplierKeys.provideSupplierDetails,Chrome 69.0.3497.100,,2018-10-31 13:22:28,2018-10-31 13:23:53,1m - 25.382s,PASSED
phpTravels.SupplierKeys.provideAccessDetailsForAdd,Chrome 69.0.3497.100,,2018-10-31 13:23:53,2018-10-31 13:24:09,16.024s,PASSED
phpTravels.SupplierKeys.provideAccessDetailsForEdit,Chrome 69.0.3497.100,,2018-10-31 13:24:09,2018-10-31 13:24:25,15.924s,PASSED
phpTravels.SupplierKeys.provideAccessDetailsForRemove,Chrome 69.0.3497.100,,2018-10-31 13:24:25,2018-10-31 13:24:42,17.081s,PASSED
phpTravels.SupplierKeys.saveSupplier,Chrome 69.0.3497.100,,2018-10-31 13:24:42,2018-10-31 13:24:52,9.993s,PASSED
,,,,,,
Test Cases/Common/DeleteAllTestData,Chrome 69.0.3497.100,,2018-10-31 13:24:52,2018-10-31 13:25:05,12.809s,FAILED
phpTravels.commonUtils.deleteSupplierData,Chrome 69.0.3497.100,,2018-10-31 13:24:53,2018-10-31 13:25:03,10.469s,PASSED
phpTravels.commonUtils.deleteTourData,Chrome 69.0.3497.100,,2018-10-31 13:25:03,2018-10-31 13:25:05,2.043s,FAILED
