Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
scenario1,Chrome 70.0.3538.77,,2018-11-02 12:53:46,2018-11-02 12:56:12,2m - 25.903s,FAILED
,,,,,,
Test Cases/Common/LoginAsSuperAdmin,Chrome 70.0.3538.77,,2018-11-02 12:53:47,2018-11-02 12:54:00,12.838s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),Chrome 70.0.3538.77,,2018-11-02 12:53:48,2018-11-02 12:53:49,0.965s,PASSED
"Statement - userName = dbdata.getValue(5, 2)",Chrome 70.0.3538.77,,2018-11-02 12:53:49,2018-11-02 12:53:49,0.025s,PASSED
"Statement - password = dbdata.getValue(2, 2)",Chrome 70.0.3538.77,,2018-11-02 12:53:49,2018-11-02 12:53:49,0.007s,PASSED
phpTravels.commonUtils.loginToPHPTravels,Chrome 70.0.3538.77,,2018-11-02 12:53:49,2018-11-02 12:54:00,11.199s,PASSED
,,,,,,
Test Cases/CreateUser/CreateNewAdmin,Chrome 70.0.3538.77,,2018-11-02 12:54:00,2018-11-02 12:54:34,33.557s,PASSED
phpTravels.PhpKeys.navigateToCreateAdminPage,Chrome 70.0.3538.77,,2018-11-02 12:54:00,2018-11-02 12:54:14,13.405s,PASSED
phpTravels.PhpKeys.provideAdminDetails,Chrome 70.0.3538.77,,2018-11-02 12:54:14,2018-11-02 12:54:21,7.619s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForAdd,Chrome 70.0.3538.77,,2018-11-02 12:54:21,2018-11-02 12:54:26,4.694s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForEdit,Chrome 70.0.3538.77,,2018-11-02 12:54:26,2018-11-02 12:54:28,1.421s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForRemove,Chrome 70.0.3538.77,,2018-11-02 12:54:28,2018-11-02 12:54:29,1.476s,PASSED
phpTravels.PhpKeys.saveAdmin,Chrome 70.0.3538.77,,2018-11-02 12:54:29,2018-11-02 12:54:32,2.933s,PASSED
phpTravels.commonUtils.logoutPHPTravels,Chrome 70.0.3538.77,,2018-11-02 12:54:32,2018-11-02 12:54:34,1.506s,PASSED
,,,,,,
