Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
scenario1,Chrome 69.0.3497.100,,2018-10-31 13:49:19,2018-10-31 14:00:10,10m - 51.416s,FAILED
,,,,,,
Test Cases/Common/LoginAsSuperAdmin,Chrome 69.0.3497.100,,2018-10-31 13:49:20,2018-10-31 13:49:43,23.514s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),Chrome 69.0.3497.100,,2018-10-31 13:49:21,2018-10-31 13:49:21,0.887s,PASSED
"Statement - userName = dbdata.getValue(5, 2)",Chrome 69.0.3497.100,,2018-10-31 13:49:21,2018-10-31 13:49:22,0.022s,PASSED
"Statement - password = dbdata.getValue(2, 2)",Chrome 69.0.3497.100,,2018-10-31 13:49:22,2018-10-31 13:49:22,0.003s,PASSED
phpTravels.commonUtils.loginToPHPTravels,Chrome 69.0.3497.100,,2018-10-31 13:49:22,2018-10-31 13:49:43,21.880s,PASSED
,,,,,,
Test Cases/CreateUser/CreateNewAdmin,Chrome 69.0.3497.100,,2018-10-31 13:49:43,2018-10-31 13:52:21,2m - 37.511s,PASSED
phpTravels.PhpKeys.navigateToCreateAdminPage,Chrome 69.0.3497.100,,2018-10-31 13:49:44,2018-10-31 13:50:01,17.705s,PASSED
phpTravels.PhpKeys.provideAdminDetails,Chrome 69.0.3497.100,,2018-10-31 13:50:01,2018-10-31 13:50:50,48.586s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForAdd,Chrome 69.0.3497.100,,2018-10-31 13:50:50,2018-10-31 13:51:06,15.989s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForEdit,Chrome 69.0.3497.100,,2018-10-31 13:51:06,2018-10-31 13:51:27,20.959s,PASSED
phpTravels.PhpKeys.provideAccessDetailsForRemove,Chrome 69.0.3497.100,,2018-10-31 13:51:27,2018-10-31 13:52:09,42.131s,PASSED
phpTravels.PhpKeys.saveAdmin,Chrome 69.0.3497.100,,2018-10-31 13:52:09,2018-10-31 13:52:21,11.768s,PASSED
,,,,,,
Test Cases/Common/LoginAsNewAdmin,Chrome 69.0.3497.100,,2018-10-31 13:52:21,2018-10-31 13:52:43,22.262s,PASSED
Statement - dbdata = com.kms.katalon.core.testdata.TestDataFactory.findTestData(adminDetails),Chrome 69.0.3497.100,,2018-10-31 13:52:21,2018-10-31 13:52:21,0.047s,PASSED
"Statement - userName = dbdata.getValue(5, 1)",Chrome 69.0.3497.100,,2018-10-31 13:52:21,2018-10-31 13:52:21,0.001s,PASSED
"Statement - password = dbdata.getValue(2, 1)",Chrome 69.0.3497.100,,2018-10-31 13:52:21,2018-10-31 13:52:21,0.001s,PASSED
phpTravels.commonUtils.loginToPHPTravels,Chrome 69.0.3497.100,,2018-10-31 13:52:21,2018-10-31 13:52:43,21.965s,PASSED
,,,,,,
Test Cases/CreateTour/CreateATour,Chrome 69.0.3497.100,,2018-10-31 13:52:43,2018-10-31 13:56:50,4m - 6.702s,PASSED
phpTravels.TourKeys.navigateToNewTour,Chrome 69.0.3497.100,,2018-10-31 13:52:44,2018-10-31 13:53:01,17.819s,PASSED
phpTravels.TourKeys.provideTourDetails,Chrome 69.0.3497.100,,2018-10-31 13:53:01,2018-10-31 13:54:58,1m - 57.046s,PASSED
phpTravels.TourKeys.provideTourInclusions,Chrome 69.0.3497.100,,2018-10-31 13:54:58,2018-10-31 13:56:21,1m - 23.124s,PASSED
phpTravels.TourKeys.provideTourExclusions,Chrome 69.0.3497.100,,2018-10-31 13:56:21,2018-10-31 13:56:42,20.482s,PASSED
phpTravels.TourKeys.SaveTour,Chrome 69.0.3497.100,,2018-10-31 13:56:42,2018-10-31 13:56:50,7.911s,PASSED
,,,,,,
Test Cases/CreateUser/CreateNewSupplier,Chrome 69.0.3497.100,,2018-10-31 13:56:50,2018-10-31 13:59:23,2m - 33.116s,PASSED
phpTravels.SupplierKeys.navigateToCreateSupplierPage,Chrome 69.0.3497.100,,2018-10-31 13:56:50,2018-10-31 13:57:00,10.267s,PASSED
phpTravels.SupplierKeys.provideSupplierDetails,Chrome 69.0.3497.100,,2018-10-31 13:57:00,2018-10-31 13:58:26,1m - 25.492s,PASSED
phpTravels.SupplierKeys.provideAccessDetailsForAdd,Chrome 69.0.3497.100,,2018-10-31 13:58:26,2018-10-31 13:58:42,15.987s,PASSED
phpTravels.SupplierKeys.provideAccessDetailsForEdit,Chrome 69.0.3497.100,,2018-10-31 13:58:42,2018-10-31 13:58:58,16.011s,PASSED
phpTravels.SupplierKeys.provideAccessDetailsForRemove,Chrome 69.0.3497.100,,2018-10-31 13:58:58,2018-10-31 13:59:15,16.953s,PASSED
phpTravels.SupplierKeys.saveSupplier,Chrome 69.0.3497.100,,2018-10-31 13:59:15,2018-10-31 13:59:23,8.088s,PASSED
,,,,,,
Test Cases/Common/DeleteAllTestData,Chrome 69.0.3497.100,,2018-10-31 13:59:23,2018-10-31 14:00:09,45.571s,FAILED
callTestCase,Chrome 69.0.3497.100,,2018-10-31 13:59:23,2018-10-31 13:59:46,22.683s,PASSED
phpTravels.commonUtils.deleteSupplierData,Chrome 69.0.3497.100,,2018-10-31 13:59:46,2018-10-31 14:00:03,17.487s,PASSED
phpTravels.commonUtils.deleteTourData,Chrome 69.0.3497.100,,2018-10-31 14:00:03,2018-10-31 14:00:09,5.130s,FAILED
